"tick";"NNCardinality";"NSCardinality";"AvgCompNonRegulatedNorms"
608.0;9;0;10.3
609.0;9;0;10.9
610.0;9;0;10.4
611.0;9;0;10.3
612.0;9;0;10.1
613.0;9;0;10.1
614.0;9;0;10.9
615.0;9;0;10.8
616.0;9;0;10.3
617.0;9;0;9.9
618.0;9;0;10.3
619.0;9;0;10.2
620.0;9;0;10.1
621.0;9;0;10.6
622.0;9;0;10.3
623.0;9;0;10.2
624.0;9;0;9.2
625.0;9;0;9.6
626.0;9;1;9.8
627.0;11;2;10.2
628.0;13;4;9.2
629.0;16;1;8.2
630.0;16;1;7.4
631.0;16;1;6.0
632.0;16;1;5.2
633.0;16;4;4.3
634.0;16;4;3.7
635.0;16;4;2.3
636.0;16;4;1.3
637.0;16;4;0.4
638.0;16;4;0.1
639.0;16;4;0.0
640.0;16;4;0.0
641.0;16;4;0.0
642.0;16;4;0.0
643.0;16;4;0.0
644.0;16;4;0.0
645.0;16;4;0.0
646.0;16;4;0.0
647.0;16;4;0.0
648.0;16;4;0.0
649.0;16;4;0.0
650.0;16;4;0.0
651.0;16;4;0.0
652.0;16;4;0.0
653.0;16;4;0.0
654.0;16;4;0.0
655.0;16;4;0.0
656.0;16;4;0.0
657.0;16;4;0.0
658.0;16;3;0.0
659.0;16;3;0.0
660.0;16;3;0.0
661.0;16;3;0.0
662.0;16;3;0.0
663.0;16;3;0.0
664.0;16;3;0.0
665.0;16;3;0.0
666.0;16;3;0.0
667.0;16;3;0.0
668.0;16;3;0.0
669.0;16;3;0.0
670.0;16;2;0.0
671.0;16;2;0.0
672.0;16;2;0.0
673.0;16;2;0.0
674.0;16;2;0.0
675.0;16;2;0.0
676.0;16;2;0.0
677.0;16;2;0.0
678.0;16;2;0.0
679.0;16;3;0.0
680.0;16;2;0.0
681.0;16;2;0.0
682.0;16;2;0.0
683.0;16;2;0.0
684.0;16;2;0.0
685.0;16;2;0.0
686.0;16;2;0.0
687.0;16;2;0.0
688.0;16;2;0.0
689.0;16;2;0.0
690.0;16;2;0.0
691.0;16;2;0.0
692.0;16;2;0.0
693.0;16;2;0.0
694.0;16;2;0.0
695.0;16;2;0.0
696.0;16;2;0.0
697.0;16;2;0.0
698.0;16;2;0.0
699.0;16;2;0.0
700.0;16;2;0.0
701.0;16;2;0.0
702.0;16;2;0.0
703.0;16;2;0.0
704.0;16;2;0.0
705.0;16;2;0.0
706.0;16;2;0.0
707.0;16;2;0.0
708.0;16;2;0.0
709.0;16;2;0.0
710.0;16;2;0.0
711.0;16;2;0.0
712.0;16;2;0.0
713.0;16;2;0.0
714.0;16;2;0.0
715.0;16;2;0.0
716.0;16;1;0.0
717.0;16;1;0.0
718.0;16;1;0.0
719.0;16;1;0.0
720.0;16;1;0.0
721.0;16;1;0.0
722.0;16;1;0.0
723.0;16;1;0.0
724.0;16;1;0.0
725.0;16;1;0.0
726.0;16;1;0.0
727.0;16;2;0.0
728.0;16;2;0.0
729.0;16;2;0.0
730.0;16;2;0.0
731.0;16;2;0.0
732.0;16;2;0.0
733.0;16;3;0.0
734.0;16;3;0.0
735.0;16;3;0.0
736.0;16;3;0.0
737.0;16;3;0.0
738.0;16;3;0.0
739.0;16;3;0.0
740.0;16;3;0.0
741.0;16;4;0.0
742.0;16;4;0.0
743.0;16;4;0.0
744.0;16;4;0.0
745.0;16;4;0.0
746.0;16;4;0.0
747.0;16;4;0.0
748.0;16;4;0.0
749.0;16;4;0.0
750.0;16;4;0.0
751.0;16;4;0.0
752.0;16;4;0.0
753.0;16;4;0.0
754.0;16;4;0.0
755.0;16;4;0.0
756.0;16;4;0.0
757.0;16;4;0.0
758.0;16;4;0.0
759.0;16;4;0.0
760.0;16;4;0.0
761.0;16;4;0.0
762.0;16;4;0.0
763.0;16;4;0.0
764.0;16;4;0.0
765.0;16;4;0.0
766.0;16;4;0.0
767.0;16;4;0.0
768.0;16;4;0.0
769.0;16;4;0.0
770.0;16;4;0.0
771.0;16;4;0.0
772.0;16;4;0.0
773.0;16;4;0.0
774.0;16;4;0.0
775.0;16;4;0.0
776.0;16;4;0.0
777.0;16;4;0.0
778.0;16;4;0.0
779.0;16;4;0.0
780.0;16;4;0.0
781.0;16;4;0.0
782.0;16;4;0.0
783.0;16;4;0.0
784.0;16;3;0.0
785.0;16;3;0.0
786.0;16;2;0.0
787.0;16;2;0.0
788.0;16;4;0.0
789.0;16;4;0.0
790.0;16;4;0.0
791.0;16;4;0.0
792.0;16;4;0.0
793.0;16;4;0.0
794.0;16;4;0.0
795.0;16;4;0.0
796.0;16;4;0.0
797.0;16;4;0.0
798.0;16;4;0.0
799.0;16;4;0.0
800.0;16;4;0.0
801.0;16;3;0.0
802.0;16;3;0.0
803.0;16;4;0.0
804.0;16;4;0.0
805.0;16;4;0.0
806.0;16;3;0.0
807.0;16;3;0.0
808.0;16;3;0.0
809.0;16;3;0.0
810.0;16;3;0.0
811.0;16;3;0.0
812.0;16;2;0.0
813.0;16;2;0.0
814.0;16;2;0.0
815.0;16;2;0.0
816.0;16;2;0.0
817.0;16;1;0.0
818.0;16;1;0.0
819.0;16;1;0.0
820.0;16;1;0.0
821.0;16;1;0.0
822.0;16;1;0.0
823.0;16;1;0.0
824.0;16;1;0.0
825.0;16;1;0.0
826.0;16;1;0.0
827.0;16;1;0.0
828.0;16;1;0.0
829.0;16;2;0.0
830.0;16;2;0.0
831.0;16;2;0.0
832.0;16;3;0.0
833.0;16;3;0.0
834.0;16;3;0.0
835.0;16;3;0.0
836.0;16;3;0.0
837.0;16;3;0.0
838.0;16;3;0.0
839.0;16;3;0.0
840.0;16;3;0.0
841.0;16;3;0.0
842.0;16;3;0.0
843.0;16;3;0.0
844.0;16;3;0.0
845.0;16;3;0.0
846.0;16;3;0.0
847.0;16;4;0.0
848.0;16;3;0.0
849.0;16;3;0.0
850.0;16;2;0.0
851.0;16;2;0.0
852.0;16;2;0.0
853.0;16;2;0.0
854.0;16;2;0.0
855.0;16;2;0.0
856.0;16;2;0.0
857.0;16;2;0.0
858.0;16;2;0.0
859.0;16;2;0.0
860.0;16;2;0.0
861.0;16;3;0.0
862.0;16;3;0.0
863.0;16;4;0.0
864.0;16;4;0.0
865.0;16;3;0.0
866.0;16;3;0.0
867.0;16;3;0.0
868.0;16;3;0.0
869.0;16;2;0.0
870.0;16;2;0.0
871.0;16;3;0.0
872.0;16;2;0.0
873.0;16;2;0.0
874.0;16;2;0.0
875.0;16;3;0.0
876.0;16;3;0.0
877.0;16;2;0.0
878.0;16;2;0.0
879.0;16;2;0.0
880.0;16;1;0.0
881.0;16;2;0.0
882.0;16;2;0.0
883.0;16;2;0.0
884.0;16;2;0.0
885.0;16;2;0.0
886.0;16;2;0.0
887.0;16;2;0.0
888.0;16;2;0.0
889.0;16;2;0.0
890.0;16;3;0.0
891.0;16;3;0.0
892.0;16;3;0.0
893.0;16;3;0.0
894.0;16;3;0.0
895.0;16;3;0.0
896.0;16;2;0.0
897.0;16;3;0.0
898.0;16;3;0.0
899.0;16;3;0.0
900.0;16;2;0.0
901.0;16;2;0.0
902.0;16;3;0.0
903.0;16;3;0.0
904.0;16;2;0.0
905.0;16;2;0.0
906.0;16;4;0.0
907.0;16;4;0.0
908.0;16;4;0.0
909.0;16;4;0.0
910.0;16;4;0.0
911.0;16;5;0.0
912.0;16;4;0.0
913.0;16;4;0.0
914.0;16;4;0.0
915.0;16;4;0.0
916.0;16;4;0.0
917.0;16;4;0.0
918.0;16;4;0.0
919.0;16;4;0.0
920.0;16;4;0.0
921.0;16;4;0.0
922.0;16;4;0.0
923.0;16;4;0.0
924.0;16;4;0.0
925.0;16;4;0.0
926.0;16;3;0.0
927.0;16;3;0.0
928.0;16;3;0.0
929.0;16;3;0.0
930.0;16;3;0.0
931.0;16;3;0.0
932.0;16;3;0.0
933.0;16;3;0.0
934.0;16;3;0.0
935.0;16;3;0.0
936.0;16;3;0.0
937.0;16;3;0.0
938.0;16;3;0.0
939.0;16;3;0.0
940.0;16;3;0.0
941.0;16;3;0.0
942.0;16;3;0.0
943.0;16;3;0.0
944.0;16;3;0.0
945.0;16;4;0.0
946.0;16;3;0.0
947.0;16;3;0.0
948.0;16;3;0.0
949.0;16;4;0.0
950.0;16;3;0.0
951.0;16;3;0.0
952.0;16;3;0.0
953.0;16;3;0.0
954.0;16;3;0.0
955.0;16;3;0.0
956.0;16;3;0.0
957.0;16;3;0.0
958.0;16;3;0.0
959.0;16;3;0.0
960.0;16;3;0.0
961.0;16;3;0.0
962.0;16;3;0.0
963.0;16;4;0.0
964.0;16;3;0.0
965.0;16;3;0.0
966.0;16;3;0.0
967.0;16;3;0.0
968.0;16;3;0.0
969.0;16;3;0.0
970.0;16;3;0.0
971.0;16;2;0.0
972.0;16;2;0.0
973.0;16;2;0.0
974.0;16;2;0.0
975.0;16;2;0.0
976.0;16;2;0.0
977.0;16;2;0.0
978.0;16;2;0.0
979.0;16;2;0.0
980.0;16;2;0.0
981.0;16;2;0.0
982.0;16;2;0.0
983.0;16;3;0.0
984.0;16;3;0.0
985.0;16;3;0.0
986.0;16;3;0.0
987.0;16;3;0.0
988.0;16;3;0.0
989.0;16;3;0.0
990.0;16;3;0.0
991.0;16;3;0.0
992.0;16;3;0.0
993.0;16;3;0.0
994.0;16;2;0.0
995.0;16;2;0.0
996.0;16;2;0.0
997.0;16;2;0.0
998.0;16;2;0.0
999.0;16;3;0.0
1000.0;16;3;0.0
1001.0;16;3;0.0
1002.0;16;3;0.0
1003.0;16;3;0.0
1004.0;16;3;0.0
1005.0;16;3;0.0
1006.0;16;3;0.0
1007.0;16;3;0.0
1008.0;16;3;0.0
1009.0;16;4;0.0
1010.0;16;4;0.0
1011.0;16;4;0.0
1012.0;16;4;0.0
1013.0;16;4;0.0
1014.0;16;4;0.0
1015.0;16;4;0.0
1016.0;16;3;0.0
1017.0;16;3;0.0
1018.0;16;3;0.0
1019.0;16;3;0.0
1020.0;16;3;0.0
1021.0;16;3;0.0
1022.0;16;3;0.0
1023.0;16;4;0.0
1024.0;16;4;0.0
1025.0;16;4;0.0
1026.0;16;4;0.0
1027.0;16;3;0.0
1028.0;16;3;0.0
1029.0;16;3;0.0
1030.0;16;3;0.0
1031.0;16;3;0.0
1032.0;16;3;0.0
1033.0;16;3;0.0
1034.0;16;3;0.0
1035.0;16;3;0.0
1036.0;16;3;0.0
1037.0;16;3;0.0
1038.0;16;3;0.0
1039.0;16;3;0.0
1040.0;16;3;0.0
1041.0;16;3;0.0
1042.0;16;3;0.0
1043.0;16;3;0.0
1044.0;16;3;0.0
1045.0;16;3;0.0
1046.0;16;3;0.0
1047.0;16;3;0.0
1048.0;16;3;0.0
1049.0;16;3;0.0
1050.0;16;3;0.0
1051.0;16;3;0.0
1052.0;16;3;0.0
1053.0;16;3;0.0
1054.0;16;3;0.0
1055.0;16;3;0.0
1056.0;16;3;0.0
1057.0;16;3;0.0
1058.0;16;3;0.0
1059.0;16;3;0.0
1060.0;16;3;0.0
1061.0;16;3;0.0
1062.0;16;3;0.0
1063.0;16;3;0.0
1063.0;16;3;0.0
